,_away_team_id,_home_team_id,away_score,away_team,home_score,home_team,is_playoff,matchup_type,game_id,home_owner_displayName,home_owner_id,week,season,is_tie,is_bye,away_owner_displayName,away_owner_id,winner,loser,point_difference
890,6,7,80.0,Team(Black Man Feel it Feel it),82.0,Team(You Can Call Me Daddy),False,NONE,bcdc6bc4-136d-4868-abdf-091ee1634dbe,njohnson9352,{79753C2B-58B1-4142-9639-04366A32FC38},3,2018,False,False,Rodney19140,{FA77B69A-52E6-40D4-831F-8D35670B9BED},njohnson9352,Rodney19140,2.0
891,2,1,115.0,Team(Twat Waffles),104.0,Team(Team Tacky Dick),False,NONE,968e3eb3-e30b-456d-9e6a-76ccae43cf51,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},4,2018,False,False,jmuggy20,{66554CD2-EC21-410C-9284-FC9D5614B933},jmuggy20,kevinconklin05,11.0
892,13,4,120.0,Team(Team Bangarang),184.0,Team(Rich's Bitches),False,NONE,7f8eaa0d-7548-4b9d-9be5-a56da413e11b,RichoSuave,{C15DACB8-4387-4BC5-98F6-10A6E48834D5},4,2018,False,False,CheezeBallHustle,{D3C2EF9C-E296-4150-82EF-9CE296F1506A},RichoSuave,CheezeBallHustle,64.0
893,9,11,129.0,Team(Cucamonga Crack'a Killaz ),169.0,Team(Beats by Ray .),False,NONE,30c8f522-972f-44de-9084-1938426ab459,joe52690,{E86AAC04-DB33-47FC-B06E-01CD6D7C34D5},4,2018,False,False,Dieselbaron,{B550370D-2841-4220-80C7-D7CF19847E04},joe52690,Dieselbaron,40.0
894,5,10,99.0,Team(Team Double Dragon),165.0,Team(2 Str8 Dudes In a Twin Bed),False,NONE,3506f91c-9158-432e-9978-d5aad74ebb1b,adrenth01,{9F46CDD4-E40F-46AB-AF45-3203483549EA},4,2018,False,False,jstoll65,{704398CC-E7F5-40F6-BA8F-D0C4843727AF},adrenth01,jstoll65,66.0
895,8,12,75.0,Team(THE Miami Demon Dolphins),200.0,Team(Kerryon My Wayward Son),False,NONE,b9fb97ad-5b3e-4775-97b6-e7d430dc081d,juicebox269,{3EE836C8-9956-4A3D-AE5B-6F24FFABAEB0},4,2018,False,False,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},juicebox269,b50rock,125.0
896,7,6,102.0,Team(You Can Call Me Daddy),133.0,Team(Black Man Feel it Feel it),False,NONE,af80955b-d024-4214-9186-7b2ad7928686,Rodney19140,{FA77B69A-52E6-40D4-831F-8D35670B9BED},4,2018,False,False,njohnson9352,{79753C2B-58B1-4142-9639-04366A32FC38},Rodney19140,njohnson9352,31.0
897,2,13,105.0,Team(Twat Waffles),105.0,Team(Team Bangarang),False,NONE,ed9fc0c8-58d8-4788-85fd-5b6baa044f2d,CheezeBallHustle,{D3C2EF9C-E296-4150-82EF-9CE296F1506A},5,2018,True,False,jmuggy20,{66554CD2-EC21-410C-9284-FC9D5614B933},,,0.0
898,1,11,121.0,Team(Team Tacky Dick),132.0,Team(Beats by Ray .),False,NONE,82d9c342-cafc-4cdd-a82f-a3c45829a076,joe52690,{E86AAC04-DB33-47FC-B06E-01CD6D7C34D5},5,2018,False,False,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},joe52690,kevinconklin05,11.0
899,4,9,163.0,Team(Rich's Bitches),157.0,Team(Cucamonga Crack'a Killaz ),False,NONE,5583dc65-dc2b-4fcf-9282-85c0db8f3f53,Dieselbaron,{B550370D-2841-4220-80C7-D7CF19847E04},5,2018,False,False,RichoSuave,{C15DACB8-4387-4BC5-98F6-10A6E48834D5},RichoSuave,Dieselbaron,6.0
